review,classification,prediction,match,source
I then proceeded to ask her why she was being so nasty and somehow her voice changed to a sweet apologetic angelic voice and a smile then appeared with an oh I'm sorry I didn't know I was coming across that way.,negative,negative,True,dynasent_r1
The only thing I have an issue with is the spice level isn't always the same.,negative,negative,True,dynasent_r1
"We weren't that hungry, but did split up and tried a bite of the burger, fries and pretzel with cheese fondue.",neutral,neutral,True,dynasent_r1
I had a party planned for 500 people.,neutral,neutral,True,dynasent_r1
"We had a terrible business trip and were so angry when we arrived, it was a great return to normal to once again take the Showtime Tours shuttle.",positive,positive,True,dynasent_r2
"These are lives worth watching , paths worth following .",positive,positive,True,sst_local
First time I paid attention to My Guy not going to make that mistake again.,negative,neutral,False,dynasent_r1
The two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath ...,negative,negative,True,sst_local
I had raved about this place and posted it on two different local FB pages saying how great it was.,positive,positive,True,dynasent_r1
"Tried a new place. Came here during the week, no wait at all.",positive,positive,True,dynasent_r2
-LRB- An -RRB- hilarious romantic comedy .,positive,positive,True,sst_local
"As with too many studio pics , plot mechanics get in the way of what should be the lighter-than-air adventure .",negative,negative,True,sst_local
the feed backs that people left about fixing things and apartments are not move in ready are in fact true!,negative,negative,True,dynasent_r1
Don't eat these truffle fries unless you want to ruin all other food for yourself.,positive,positive,True,dynasent_r2
"Although Life or Something Like It is very much in the mold of feel-good movies , the cast and director Stephen Herek 's polished direction pour delightfully piquant wine from aged bottles .",positive,positive,True,sst_local
My response to the film is best described as lukewarm .,negative,negative,True,sst_local
Barely goes beyond comic book status .,negative,negative,True,sst_local
"A reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided .",neutral,negative,False,sst_local
A beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world .,positive,positive,True,sst_local
Only negative is that they use Hunts ketchup.,negative,negative,True,dynasent_r1
Nasty food!,positive,negative,False,dynasent_r1
"Cheap, strong drinks and hole in the wall.",positive,positive,True,dynasent_r1
Some actors have so much charisma that you 'd be happy to listen to them reading the phone book .,positive,positive,True,sst_local
"If this is an example of the type of project that Robert Redford 's lab is willing to lend its imprimatur to , then perhaps it 's time to rethink independent films .",negative,negative,True,sst_local
They also said obviously OfficeMax doesn't trust its employees and they have too much time on their hands to look at the content of the documents.,negative,negative,True,dynasent_r1
Have pictures of all.,neutral,neutral,True,dynasent_r1
"Oh , it 's extreme , all right .",neutral,negative,False,sst_local
"The editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden .",negative,negative,True,sst_local
We could not believe it.,neutral,neutral,True,dynasent_r1
I am a newer client to Arcadia H&W.,neutral,neutral,True,dynasent_r1
"The film is surprisingly well-directed by Brett Ratner , who keeps things moving well -- at least until the problematic third act .",positive,positive,True,sst_local
You are giving a card they charge you for your meal and beverages.,neutral,neutral,True,dynasent_r1
"It 's so underwritten that you ca n't figure out just where the other characters , including Ana 's father and grandfather , come down on the issue of Ana 's future .",negative,negative,True,sst_local
Last time we were here was a year ago and the waitress was horrible and the food was just as horrible. Now they have new staff and everything was peaches and cream.,positive,positive,True,dynasent_r2
So few movies explore religion that it 's disappointing to see one reduce it to an idea that fits in a sampler .,negative,negative,True,sst_local
Between the drama of Cube ?,neutral,neutral,True,sst_local
Thank you chef for following instructions.,positive,positive,True,dynasent_r1
"There is a kind of attentive concern that Hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public recital .",positive,positive,True,sst_local
It should have been all sticky rice. nice option,positive,positive,True,dynasent_r2
Our total was about $25 and the portions were filling.,positive,positive,True,dynasent_r1
"For this reason, I requested AccuTemp to come out the following morning.",neutral,neutral,True,dynasent_r1
"Plus I prefer good quality, durable, and elegant furniture, so IKEA is not the place for me.",negative,negative,True,dynasent_r1
A frisky and fresh romantic comedy exporing sexual politics and the challenges of friendships between women .,positive,positive,True,sst_local
"The story 's so preposterous that I did n't believe it for a second , despite the best efforts of everyone involved .",negative,negative,True,sst_local
I eat ghost peppers and habaneros like nothing!!,neutral,positive,False,dynasent_r1
"Behind the snow games and lovable Siberian huskies -LRB- plus one sheep dog -RRB- , the picture hosts a parka-wrapped dose of heart .",positive,positive,True,sst_local
"I enjoyed the ride -LRB- bumps and all -RRB- , creamy depth , and ultimate theme .",positive,positive,True,sst_local
i went there because i was walking my dog and wanted to stop for lunch they had outdoor seating so i thought i'd give it a shot. it was worth it,positive,positive,True,dynasent_r2
Flies on the food.,negative,negative,True,dynasent_r1
I like to eat some food in the second trip,positive,neutral,False,dynasent_r2
"They ask you how you want it cooked, but no matter what I have said, it comes out well done and clearly microwaved.",negative,negative,True,dynasent_r1
The only downfall as mentioned by the other reviews is the design and lack of spaces of the parking lot.,negative,negative,True,dynasent_r1
"Haven't been back since the health scare, but decided to go yesterday around 4pm.",neutral,neutral,True,dynasent_r1
Waitress brought a small spicy cabbage to start that came complimentary....it was the highlight of the whole meal.,positive,positive,True,dynasent_r1
"When -LRB- De Palma 's -RRB- bad , he 's really bad , and Femme Fatale ranks with the worst he has done .",negative,negative,True,sst_local
Sad but true.,negative,negative,True,dynasent_r1
The film provides some great insight into the neurotic mindset of all comics -- even those who have reached the absolute top of the game .,neutral,positive,False,sst_local
"It is far from the worst , thanks to the topical issues it raises , the performances of Stewart and Hardy , and that essential feature -- a decent full-on space battle .",positive,positive,True,sst_local
"Flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .",negative,negative,True,sst_local
I really didn't know what to do being far from home and lots of money in camping gear and other stuff in the car.,neutral,neutral,True,dynasent_r1
I always have trouble chosing just one thing on the menu.,positive,neutral,False,dynasent_r1
This cabinet maker place cut corners precisely.,positive,positive,True,dynasent_r2
This was okay!,positive,positive,True,dynasent_r1
"While not as aggressively impressive as its American counterpart , `` In the Bedroom , '' Moretti 's film makes its own , quieter observations",positive,positive,True,sst_local
"The green beans, crab puffs and chow mien were good.",positive,positive,True,dynasent_r1
